rndindex,playstate,timeCount,tilex,tiley,angle,health,ammo,score,x,y
229,0,2040,26,52,51,11,75,1900,1713593,3442563
233,0,2044,26,52,71,11,75,1900,1728243,3442563
238,0,2048,26,52,91,11,75,1900,1727982,3442563
242,0,2052,26,53,111,11,75,1900,1742316,3479906
248,0,2056,26,53,129,11,75,1900,1767488,3510991
254,0,2060,27,53,147,11,75,1900,1801034,3532776
2,0,2064,27,54,159,11,75,1900,1801034,3547110
6,0,2068,27,54,171,11,75,1900,1801034,3553367
10,0,2072,27,54,180,11,75,1900,1801034,3553367
15,0,2076,27,54,188,11,75,1900,1801034,3549527
21,0,2080,27,54,188,11,75,1900,1801034,3549527
25,0,2084,27,54,188,11,75,1900,1801034,3549527
29,0,2088,27,54,187,11,75,1900,1801034,3549527
33,0,2092,27,54,185,11,75,1900,1801034,3549527
38,0,2096,27,54,176,11,75,1900,1794451,3549067
44,0,2100,27,54,170,11,83,1900,1771407,3545004
50,0,2104,26,53,168,11,83,1900,1727978,3535774
56,0,2108,26,53,168,11,83,1900,1706851,3531284
62,0,2112,25,53,168,11,83,1900,1677507,3525047
68,0,2116,25,53,167,11,82,2000,1677507,3520324
72,0,2120,25,53,167,11,82,2000,1671077,3518840
76,0,2124,25,53,167,11,82,2000,1668154,3518166
81,0,2128,25,53,167,11,81,2000,1668154,3518166
85,0,2132,25,53,167,11,81,2000,1668154,3518166
90,0,2136,25,53,167,11,81,2000,1668154,3518166
93,0,2140,25,53,167,11,80,2000,1662893,3516952
98,0,2144,24,53,171,11,80,2000,1636819,3512823
104,0,2148,24,53,174,11,80,2000,1622499,3511318
109,0,2152,24,53,175,11,79,2000,1620109,3511109
114,0,2156,24,53,175,11,79,2000,1620109,3511109
118,0,2160,24,53,175,11,79,2000,1620109,3511109
126,0,2164,24,53,175,11,78,2000,1620109,3511109
129,0,2168,24,53,175,11,78,2000,1620109,3511109
135,0,2172,24,53,175,11,78,2000,1620109,3511109
140,0,2176,24,53,175,11,77,2000,1620109,3511109
143,0,2180,24,53,175,11,77,2000,1618914,3511005
147,0,2184,24,53,176,11,77,2000,1617119,3510880
151,0,2188,24,53,176,11,76,2100,1617119,3510880
154,0,2192,24,53,176,11,76,2100,1617119,3510880
157,0,2196,24,53,176,11,76,2100,1617119,3510880
161,0,2200,24,53,176,11,75,2100,1617119,3510880
163,0,2204,24,53,176,11,75,2100,1616521,3510839
166,0,2208,24,53,176,11,75,2100,1615923,3510798
170,0,2212,24,53,176,11,74,2100,1615325,3510757
173,0,2216,24,53,176,11,74,2100,1614128,3510674
176,0,2220,24,53,176,11,74,2100,1624901,3511427
180,0,2224,24,53,176,11,74,2100,1624901,3511427
184,0,2228,24,53,176,11,74,2100,1624901,3511427
189,0,2232,24,53,176,11,74,2100,1624901,3511427
192,0,2236,24,53,176,11,74,2100,1583004,3508498
195,0,2240,23,53,172,11,74,2100,1538388,3502229
199,0,2244,22,53,169,11,74,2100,1494162,3493633
202,0,2248,22,53,164,11,74,2100,1450853,3481215
204,0,2252,21,52,162,11,74,2100,1408004,3467293
208,0,2256,21,52,160,11,74,2100,1395037,3462574
214,0,2260,21,52,160,11,78,2100,1384889,3458881
217,0,2264,20,52,162,11,78,2100,1371765,3454617
220,0,2268,20,52,164,11,78,2100,1363691,3452302
222,0,2272,20,52,172,11,78,2100,1348243,3450132
225,0,2276,20,52,178,11,78,2100,1332653,3449588
229,0,2280,19,52,185,11,78,2100,1302170,3452254
232,0,2284,19,52,187,11,78,2100,1262866,3457079
234,0,2288,18,52,188,11,78,2100,1238506,3460502
236,0,2292,18,52,188,11,78,2100,1208204,3464760
239,0,2296,18,52,188,11,86,2100,1190380,3467264
242,0,2300,17,52,188,11,86,2100,1164238,3470937
245,0,2304,17,52,188,11,86,2100,1147602,3473274
248,0,2308,17,53,188,11,86,2100,1147602,3476530
252,0,2312,17,53,190,11,86,2100,1147602,3479551
255,0,2316,17,53,193,11,86,2100,1147602,3485354
4,0,2320,17,53,196,11,86,2100,1147602,3491969
8,0,2324,17,53,196,11,86,2100,1133760,3495938
12,0,2328,16,53,194,11,86,2100,1113384,3501018
18,0,2332,16,53,189,11,86,2100,1102125,3502801
20,0,2336,16,53,184,11,86,2100,1070403,3505018
24,0,2340,15,53,184,21,86,2100,1045864,3506733
29,0,2344,15,53,185,21,86,2100,1044071,3506889
34,0,2348,15,53,190,21,86,2100,1041117,3507409
37,0,2352,15,53,198,21,86,2100,1029134,3511302
41,0,2356,15,53,205,21,86,2100,1007383,3521444
46,0,2360,15,53,210,21,86,2100,991276,3530743
50,0,2364,14,54,217,31,86,2100,970672,3546269
54,0,2368,14,54,219,31,86,2100,958549,3556086
57,0,2372,14,54,215,31,86,2100,945279,3565377
61,0,2376,14,54,205,31,86,2100,942017,3566898
66,0,2380,14,54,185,31,86,2100,947197,3566445
71,0,2384,14,54,165,31,86,2100,958015,3569343
76,0,2388,14,54,145,31,86,2100,970465,3578061
79,0,2392,14,54,125,31,86,2100,971153,3579043
83,0,2396,14,54,108,31,86,2100,971400,3579803
86,0,2400,14,54,101,31,86,2100,971400,3579803
91,0,2404,14,54,94,31,86,2100,971400,3579803
96,0,2408,14,54,94,31,86,2100,971400,3579803
101,0,2412,14,54,94,31,86,2100,971400,3579803
106,0,2416,14,54,94,31,86,2100,970564,3567833
108,0,2420,14,54,98,31,86,2100,966807,3541096
112,0,2424,14,53,102,31,86,2100,957441,3497027
117,0,2428,14,52,103,41,86,2100,950693,3467797
121,0,2432,14,52,97,41,86,2100,948354,3448741
126,0,2436,14,52,89,41,86,2100,948327,3450340
129,0,2440,14,52,79,41,86,2100,945580,3464475
134,0,2444,14,53,69,41,86,2100,941137,3476051
138,0,2448,14,53,62,41,86,2100,940386,3477463
142,0,2452,14,52,51,41,86,2100,947182,3469070
145,0,2456,14,52,45,41,86,2100,957788,3458464
150,0,2460,14,52,36,51,86,2100,978174,3443652
154,0,2464,15,52,32,51,86,2100,989876,3436340
158,0,2468,15,52,21,51,86,2100,994357,3434620
162,0,2472,15,52,13,51,86,2100,985393,3436689
165,0,2476,14,52,1,51,86,2100,957798,3437170
169,0,2480,14,52,346,51,86,2100,942662,3433397
172,0,2484,14,52,337,51,86,2100,941190,3432772
176,0,2488,14,52,330,51,86,2100,950542,3438171
181,0,2492,14,52,327,51,86,2100,958593,3443399
185,0,2496,14,52,327,51,86,2100,969160,3450261
189,0,2500,14,52,327,51,86,2100,979224,3456796
191,0,2504,15,52,327,51,86,2100,997339,3468560
198,0,2508,15,53,327,51,86,2100,1011931,3478036
202,0,2512,15,53,327,51,86,2100,1023504,3485551
206,0,2516,15,53,327,51,86,2100,1023504,3485551
210,0,2520,15,53,321,51,86,2100,1010448,3474979
212,0,2524,15,52,306,51,86,2100,993991,3452327
218,0,2528,15,52,298,51,86,2100,990987,3446677
222,0,2532,15,52,295,51,86,2100,996311,3458096
227,0,2536,15,53,292,51,86,2100,1004402,3478122
230,0,2540,15,53,282,51,86,2100,1011013,3509226
234,0,2544,15,53,282,61,86,2100,1015877,3532114
238,0,2548,15,54,286,61,86,2100,1025138,3564412
242,0,2552,15,54,290,61,86,2100,1025138,3577379
246,0,2556,15,54,295,61,86,2100,1023279,3573392
250,0,2560,15,54,309,61,86,2100,1004400,3550078
254,0,2564,15,53,321,61,86,2100,983262,3532961
1,0,2568,14,53,340,61,86,2100,953193,3522017
5,0,2572,14,53,353,61,86,2100,946444,3521189
9,0,2576,14,53,7,61,86,2100,952399,3520458
13,0,2580,14,53,10,61,86,2100,964216,3518375
17,0,2584,15,53,12,61,86,2100,983583,3514259
19,0,2588,15,53,12,61,86,2100,995320,3511765
23,0,2592,15,53,12,61,86,2100,1011752,3508273
27,0,2596,15,53,12,61,86,2100,1011752,3505155
32,0,2600,15,53,12,61,86,2100,1011752,3505155
35,0,2604,15,53,12,61,86,2100,1010970,3505321
39,0,2608,15,53,12,61,86,2100,1009405,3505653
43,0,2612,15,53,10,61,86,2100,1007042,3506069
48,0,2616,15,53,10,61,86,2100,1004285,3506555
53,0,2620,15,53,10,61,86,2100,1004285,3506555
56,0,2624,15,53,10,61,86,2100,1004285,3506555
59,0,2628,15,53,10,61,86,2100,1004285,3506555
64,0,2632,15,53,10,61,86,2100,1004285,3506555
68,0,2636,15,53,10,61,86,2100,1004285,3506555
72,0,2640,15,53,10,61,86,2100,1004285,3506555
76,0,2644,15,53,10,61,86,2100,1004285,3506555
80,0,2648,15,53,9,61,86,2100,1006062,3506274
83,0,2652,15,53,8,61,86,2100,1012597,3505356
90,0,2656,15,53,3,61,86,2100,1012597,3504415
96,0,2660,16,53,1,61,86,2100,1057645,3503630
101,0,2664,16,53,359,61,86,2100,1102693,3504415
105,0,2668,17,53,359,61,86,2100,1147741,3505200
107,0,2672,18,53,359,61,86,2100,1192789,3505985
112,0,2676,18,53,359,61,86,2100,1237837,3506770
116,0,2680,19,53,359,61,86,2100,1282885,3507555
122,0,2684,20,53,359,61,86,2100,1327933,3508340
125,0,2688,20,53,0,61,86,2100,1372987,3508340
127,0,2692,21,53,1,61,86,2100,1418035,3507555
132,0,2696,22,53,1,61,86,2100,1463083,3506770
136,0,2700,23,53,1,61,86,2100,1508131,3505985
140,0,2704,23,53,1,61,86,2100,1508131,3505200
147,0,2708,23,53,1,61,86,2100,1512930,3505117
151,0,2712,23,53,1,61,86,2100,1512930,3505117
157,0,2716,23,53,1,61,86,2100,1511331,3505144
163,0,2720,22,53,1,61,86,2100,1504133,3505269
169,0,2724,22,53,1,61,86,2100,1500534,3505331
174,0,2728,22,53,1,61,86,2100,1492536,3505470
182,0,2732,22,53,1,61,86,2100,1489337,3505525
185,0,2736,22,53,1,61,86,2100,1486138,3505580
190,0,2740,22,53,1,61,86,2100,1486138,3505580
194,0,2744,22,53,1,61,86,2100,1486138,3505580
198,0,2748,22,53,1,61,86,2100,1486138,3505580
202,0,2752,22,53,1,61,86,2100,1486138,3505580
204,0,2756,22,53,1,61,86,2100,1486138,3505580
209,0,2760,22,53,1,61,86,2100,1486138,3505580
214,0,2764,22,53,1,61,86,2100,1489737,3505518
218,0,2768,22,53,1,61,86,2100,1498735,3505362
222,0,2772,23,53,0,61,86,2100,1528734,3505362
224,0,2776,23,53,0,61,86,2100,1570133,3505362
230,0,2780,24,53,358,61,86,2100,1606710,3506639
235,0,2784,24,53,348,61,86,2100,1634293,3512501
239,0,2788,25,53,341,61,86,2100,1656985,3512501
242,0,2792,25,53,321,61,86,2100,1687759,3537422
245,0,2796,25,54,303,61,86,2100,1702137,3559562
249,0,2800,26,54,283,61,86,2100,1707805,3559562
253,0,2804,26,54,263,61,86,2100,1707805,3559562
1,0,2808,26,54,248,61,94,2100,1712000,3549178
4,0,2812,26,53,231,61,94,2100,1728614,3528662
8,0,2816,26,53,217,61,94,2100,1742350,3518311
11,0,2820,26,53,206,61,94,2100,1754933,3512174
16,0,2824,26,53,199,61,94,2100,1754933,3512174
20,0,2828,26,53,192,61,94,2100,1754933,3512174
26,0,2832,26,53,185,61,94,2100,1754933,3512174
31,0,2836,26,53,185,61,94,2100,1754933,3512174
36,0,2840,26,53,183,61,94,2100,1751338,3512362
41,0,2844,26,53,179,61,94,2100,1741740,3512195
46,0,2848,26,53,169,61,94,2100,1718771,3507731
51,0,2852,26,53,167,61,94,2100,1709418,3505572
55,0,2856,25,53,167,61,94,2100,1688957,3500849
60,0,2860,25,53,171,61,94,2100,1677105,3498972
65,0,2864,25,53,177,61,94,2100,1656134,3497874
70,0,2868,24,53,181,61,94,2100,1637537,3498198
73,0,2872,24,53,183,61,94,2100,1592544,3500555
75,0,2876,23,53,183,61,94,2100,1547551,3502912
77,0,2880,22,53,183,61,94,2100,1502558,3505269
82,0,2884,22,53,185,61,94,2100,1457675,3509195
87,0,2888,22,53,190,61,94,2100,1457085,3509299
91,0,2892,22,53,206,61,94,2100,1451153,3512192
95,0,2896,21,53,218,61,94,2100,1441697,3519579
100,0,2900,21,54,232,61,94,2100,1425814,3539909
105,0,2904,21,54,240,61,94,2100,1409615,3567967
109,0,2908,21,54,244,61,94,2100,1401988,3583605
114,0,2912,21,55,249,61,94,2100,1393388,3606010
118,0,2916,21,55,251,61,94,2100,1387919,3621894
121,0,2920,21,55,251,61,94,2100,1378153,3621894
125,0,2924,20,55,251,61,94,2100,1372879,3637211
129,0,2928,20,55,250,61,94,2100,1364671,3637211
132,0,2932,20,55,250,61,94,2100,1359336,3637211
135,0,2936,20,55,252,61,94,2100,1350437,3664601
138,0,2940,20,56,258,61,94,2100,1345323,3688663
140,0,2944,20,56,261,61,94,2100,1343352,3701107
144,0,2948,20,56,264,61,94,2100,1343164,3701107
150,0,2952,20,56,264,19,94,2100,1343164,3701107
155,0,2956,20,56,264,19,94,2100,1343164,3701107
157,0,2960,20,56,262,19,94,2100,1343553,3698335
159,0,2964,20,55,261,19,94,2100,1349810,3658828
163,0,2968,20,55,261,19,94,2100,1356067,3619321
167,0,2972,20,54,261,19,93,2200,1360509,3591271
172,0,2976,20,54,263,19,93,2200,1363482,3567054
175,0,2980,20,54,264,19,93,2200,1364025,3561883
180,0,2984,20,54,264,19,92,2200,1364025,3561883
184,0,2988,20,54,264,19,92,2200,1364025,3561883
187,0,2992,20,54,264,19,92,2200,1364025,3561883
191,0,2996,20,54,264,19,91,2200,1364025,3561883
195,0,3000,20,54,264,19,91,2200,1363775,3564269
200,0,3004,20,54,264,19,91,2200,1362459,3576799
203,0,3008,20,54,263,19,90,2200,1359316,3602406
207,0,3012,20,55,263,19,90,2200,1356611,3624440
212,0,3016,20,55,263,19,90,2200,1352152,3660766
217,0,3020,20,56,263,19,90,2200,1348570,3689946
221,0,3024,20,56,263,19,94,2200,1343080,3734664
224,0,3028,20,57,265,19,94,2200,1339154,3779547
228,0,3032,20,58,268,19,94,2200,1337940,3814325
231,0,3036,20,58,275,19,94,2200,1341866,3859208
236,0,3040,20,59,283,19,94,2200,1352000,3903108
241,0,3044,20,60,299,19,94,2200,1373842,3942513
244,0,3048,21,60,308,19,94,2200,1401579,3978016
249,0,3052,21,61,323,19,94,2200,1437561,4005130
252,0,3056,22,61,337,19,94,2200,1479034,4022733
1,0,3060,23,61,357,19,94,2200,1524027,4025090
4,0,3064,23,61,3,19,94,2200,1569020,4022733
8,0,3068,23,61,3,19,94,2200,1566224,4022879
12,0,3072,23,61,3,19,94,2200,1566224,4022879
17,0,3076,23,61,3,19,94,2200,1566224,4022879
22,0,3080,24,61,3,19,94,2200,1608166,4020682
26,0,3084,25,61,3,19,94,2200,1650108,4018485
31,0,3088,25,61,3,19,94,2200,1692050,4016288
33,0,3092,26,61,3,19,94,2200,1733992,4014091
36,0,3096,27,61,3,19,94,2200,1778985,4011734
39,0,3100,27,61,1,19,94,2200,1824033,4010949
42,0,3104,28,61,1,19,94,2200,1869081,4010164
44,0,3108,29,61,1,19,94,2200,1914129,4009379
46,0,3112,29,61,1,19,94,2200,1959177,4008594
49,0,3116,30,61,1,19,94,2200,2004225,4007809
52,0,3120,31,61,1,19,94,2200,2049273,4007024
56,0,3124,31,61,1,19,94,2200,2094321,4006239
58,0,3128,32,61,1,19,94,2200,2139369,4005454
60,0,3132,33,61,1,19,94,2200,2184417,4004669
63,0,3136,34,61,1,19,94,2200,2229465,4003884
66,0,3140,34,61,1,19,94,2200,2274513,4003099
70,0,3144,35,61,1,19,94,2200,2319561,4002314
73,0,3148,36,61,1,19,94,2200,2364609,4001529
77,0,3152,36,61,1,19,94,2200,2409657,4000744
82,0,3156,37,61,1,19,94,2200,2454705,3999959
87,0,3160,38,61,1,19,94,2200,2499753,3999174
90,0,3164,38,61,1,19,94,2200,2544801,3998389
93,0,3168,39,61,0,19,94,2200,2589855,3998389
95,0,3172,40,61,359,19,94,2200,2634903,3999174
98,0,3176,40,61,359,19,94,2200,2679951,3999959
100,0,3180,41,61,358,19,94,2200,2724978,4001531
101,0,3184,42,61,358,19,94,2200,2770005,4003103
103,0,3188,42,61,358,19,94,2200,2815032,4004675
105,0,3192,43,61,358,19,94,2200,2851609,4005952
107,0,3196,44,61,358,19,94,2200,2893583,4007417
111,0,3200,44,61,358,19,94,2200,2935557,4008882
113,0,3204,45,61,358,19,94,2200,2977531,4010347
115,0,3208,46,61,358,19,94,2200,3019505,4011812
117,0,3212,46,61,358,19,94,2200,3061479,4013277
120,0,3216,47,61,358,19,94,2200,3106506,4014849
123,0,3220,48,61,358,19,94,2200,3151533,4016421
125,0,3224,48,61,358,19,94,2200,3196560,4017993
127,0,3228,49,61,359,19,94,2200,3241608,4018778
130,0,3232,50,61,2,19,94,2200,3286635,4017206
132,0,3236,50,61,7,19,94,2200,3331353,4011716
134,0,3240,51,61,11,19,94,2200,3375579,4003120
138,0,3244,52,60,31,19,94,2200,3414198,3979916
140,0,3248,52,60,51,19,94,2200,3442551,3944902
143,0,3252,52,59,71,19,94,2200,3447043,3931854
146,0,3256,52,60,91,19,94,2200,3447070,3933453
149,0,3260,52,60,97,19,94,2200,3448337,3943775
150,0,3264,52,60,100,19,94,2200,3450976,3958743
152,0,3268,52,60,100,19,94,2200,3451878,3963863
157,0,3272,52,60,100,19,93,2200,3452780,3968983
159,0,3276,52,60,100,19,93,2200,3452780,3968983
161,0,3280,52,60,99,19,93,2200,3453092,3970958
163,0,3284,52,60,97,19,92,2300,3453823,3976913
164,0,3288,52,60,97,19,92,2300,3453969,3978104
165,0,3292,52,60,97,19,92,2300,3453969,3978104
167,0,3296,52,60,97,19,91,2300,3453969,3978104
169,0,3300,52,60,97,19,91,2300,3453969,3978104
172,0,3304,52,60,97,19,91,2300,3453677,3975722
173,0,3308,52,60,97,19,90,2300,3452508,3966194
174,0,3312,52,60,96,19,90,2300,3450502,3947100
175,0,3316,52,59,96,19,90,2300,3445793,3902293
176,0,3320,52,58,94,19,94,2300,3442651,3857348
178,0,3324,52,58,90,19,94,2300,3442651,3812294
180,0,3328,52,57,80,19,94,2300,3450474,3767924
181,0,3332,52,56,68,19,94,2300,3467351,3726151
183,0,3336,52,56,48,19,94,2300,3468555,3724814
186,0,3340,52,56,29,19,94,2300,3468555,3724814
187,0,3344,52,56,9,19,94,2300,3470332,3724533
189,0,3348,53,56,0,19,94,2300,3515386,3724533
190,0,3352,54,56,359,19,94,2300,3560434,3725318
192,0,3356,54,56,359,19,94,2300,3560434,3726103
195,0,3360,54,56,359,19,94,2300,3560434,3726888
196,0,3364,54,56,359,19,94,2300,3560434,3727630
197,0,3368,54,56,4,19,94,2300,3560434,3724492
198,0,3372,54,56,17,19,94,2300,3603520,3711320
199,0,3376,55,56,30,19,94,2300,3642538,3688794
200,0,3380,56,55,36,19,94,2300,3678987,3662312
201,0,3384,56,55,37,19,94,2300,3714969,3635198
204,0,3388,57,55,37,19,94,2300,3748511,3609923
205,0,3392,57,54,37,19,94,2300,3782532,3584287
206,0,3396,58,54,37,19,94,2300,3816553,3584287
207,0,3400,58,54,41,19,94,2300,3850555,3554729
208,0,3404,59,53,52,19,94,2300,3878292,3519226
209,0,3408,59,53,64,19,94,2300,3898042,3478732
210,0,3412,59,52,77,19,94,2300,3908176,3434832
213,0,3416,59,51,82,19,94,2300,3914187,3392053
215,0,3420,59,51,87,19,94,2300,3916415,3349512
216,0,3424,59,50,89,19,94,2300,3917147,3307519
217,0,3428,59,49,89,19,94,2300,3917879,3265526
219,0,3432,59,49,89,19,94,2300,3918611,3223533
221,0,3436,59,48,89,19,94,2300,3919353,3180940
222,0,3440,59,47,89,19,94,2300,3920116,3137147
223,0,3444,59,47,90,19,94,2300,3920116,3098148
225,0,3448,59,46,90,19,94,2300,3920116,3056149
226,0,3452,59,45,90,19,94,2300,3920116,3014150
227,0,3456,59,45,90,19,94,2300,3920116,2972151
228,0,3460,59,44,90,19,94,2300,3920116,2930152
230,0,3464,59,44,90,19,94,2300,3920116,2888153
232,0,3468,59,43,90,19,94,2300,3920116,2844354
233,0,3472,59,42,104,19,94,2300,3909217,2800638
236,0,3476,59,42,124,19,94,2300,3884023,2763287
239,0,3480,58,41,144,19,94,2300,3857326,2743891
242,0,3484,58,41,164,19,94,2300,3838870,2738599
245,0,3488,58,41,182,19,94,2300,3846465,2738334
247,0,3492,58,41,192,19,93,2300,3862506,2734925
250,0,3496,59,41,193,19,93,2300,3870300,2733126
253,0,3500,59,41,192,19,93,2300,3884776,2730050
0,0,3504,59,41,188,19,92,2300,3898639,2728102
5,0,3508,59,41,176,19,92,2300,3918590,2729496
7,0,3512,59,41,169,19,92,2300,3926835,2731098
10,0,3516,60,41,165,19,91,2300,3932630,2732650
12,0,3520,60,41,162,19,91,2300,3941379,2735492
15,0,3524,60,41,161,19,91,2300,3947808,2737705
19,0,3528,60,41,162,19,90,2300,3949710,2738323
22,0,3532,60,41,167,19,90,2300,3949710,2738323
26,0,3536,60,41,172,19,90,2300,3949710,2738323
29,0,3540,60,41,172,19,89,2700,3949710,2738323
31,0,3544,60,41,172,19,89,2700,3949710,2738323
33,0,3548,60,41,172,19,89,2700,3950106,2738378
37,0,3552,60,41,172,19,88,2700,3950106,2738378
39,0,3556,60,41,169,19,88,2700,3950106,2738378
42,0,3560,60,41,167,19,88,2700,3950106,2738378
44,0,3564,60,41,166,19,87,3100,3950106,2738378
45,0,3568,60,41,163,19,87,3100,3950106,2738378
46,0,3572,60,41,163,19,87,3100,3950106,2738378
48,0,3576,60,41,163,19,86,3100,3950106,2738378
49,0,3580,60,41,163,19,86,3100,3950106,2738378
51,0,3584,60,41,163,19,86,3100,3950106,2738378
54,0,3588,60,41,163,19,85,3100,3950106,2738378
56,0,3592,60,41,163,19,85,3100,3950106,2738378
58,0,3596,60,41,163,19,85,3100,3947238,2737501
61,0,3600,60,41,163,19,84,3100,3935189,2733818
64,0,3604,59,41,167,19,84,3100,3893682,2724236
66,0,3608,58,41,167,19,84,3100,3859190,2716273
67,0,3612,58,41,167,19,88,3100,3817683,2706691
68,0,3616,57,41,165,19,88,3100,3796820,2701101
71,0,3620,57,41,162,19,88,3100,3793967,2700174
73,0,3624,57,41,153,19,92,3100,3793433,2699902
74,0,3628,57,41,143,19,92,3100,3792475,2699180
75,0,3632,57,41,134,19,92,3100,3785390,2691843
76,0,3636,57,40,129,19,92,3100,3778971,2683917
77,0,3640,57,40,126,19,92,3100,3770507,2672268
79,0,3644,57,40,126,19,92,3100,3769449,2670812
80,0,3648,57,40,131,19,92,3100,3772073,2673830
82,0,3652,57,40,149,19,92,3100,3779958,2678568
85,0,3656,57,40,163,19,92,3100,3779958,2678568
86,0,3660,57,40,181,19,92,3100,3763161,2678861
87,0,3664,57,40,189,19,92,3100,3743605,2681958
89,0,3668,56,41,194,19,92,3100,3706928,2691102
91,0,3672,56,41,196,44,92,3100,3676360,2699867
92,0,3676,55,41,199,44,92,3100,3633761,2714535
93,0,3680,55,41,201,44,92,3100,3633761,2723995
94,0,3684,55,41,202,44,92,3100,3633761,2729614
95,0,3688,55,41,202,44,92,3100,3638582,2727667
99,0,3692,55,41,202,44,92,3100,3653416,2721674
100,0,3696,56,41,201,44,92,3100,3690759,2707340
101,0,3700,56,41,201,44,92,3100,3728102,2693006
102,0,3704,57,40,201,44,92,3100,3765445,2678672
105,0,3708,57,40,202,44,92,3100,3799935,2664737
107,0,3712,58,40,207,44,92,3100,3834149,2647305
109,0,3716,58,40,214,44,92,3100,3854377,2633661
112,0,3720,59,39,230,44,92,3100,3869032,2616196
114,0,3724,59,39,245,44,92,3100,3874948,2603508
117,0,3728,59,39,256,44,92,3100,3874078,2607001
120,0,3732,59,39,262,44,92,3100,3872075,2621260
123,0,3736,59,40,266,44,92,3100,3871239,2633230
125,0,3740,59,40,268,44,92,3100,3869667,2678257
127,0,3744,59,41,268,44,92,3100,3868095,2723284
131,0,3748,58,42,268,44,92,3100,3866523,2768311
134,0,3752,58,42,268,44,92,3100,3866523,2768311
138,0,3756,58,42,268,44,92,3100,3866523,2768311
140,0,3760,58,42,268,44,92,3100,3866523,2768311
144,0,3764,58,42,268,44,91,3100,3866523,2768311
147,0,3768,58,42,268,44,91,3100,3866523,2768311
149,0,3772,59,42,268,44,91,3100,3866634,2765113
153,0,3776,59,41,269,44,90,3100,3866864,2751916
155,0,3780,59,41,270,44,90,3100,3866864,2723517
159,0,3784,58,41,272,44,90,3100,3866446,2711525
161,0,3788,58,41,275,44,89,3100,3865575,2701564
162,0,3792,58,41,275,44,89,3100,3865575,2701564
164,0,3796,58,41,275,44,89,3100,3865575,2701564
166,0,3800,58,41,275,44,88,3100,3865575,2701564
168,0,3804,58,41,275,44,88,3100,3865575,2701564
170,0,3808,58,41,274,44,88,3100,3866537,2715330
172,0,3812,58,41,278,44,87,3100,3866537,2715330
175,0,3816,58,41,278,44,87,3100,3866315,2713746
177,0,3820,58,41,278,44,87,3100,3865982,2711370
181,0,3824,58,41,278,16,86,3100,3865537,2708202
182,0,3828,58,41,271,16,86,3100,3865461,2703803
184,0,3832,58,40,271,16,86,3100,3826747,2686075
186,0,3836,57,40,271,16,86,3100,3781406,2670063
188,0,3840,57,40,271,16,86,3100,3736038,2652451
189,0,3844,56,40,271,16,86,3100,3693432,2652394
190,0,3848,56,41,271,16,86,3100,3719318,2691548
194,0,3852,56,41,291,16,86,3100,3730284,2720115
195,0,3856,57,41,311,16,86,3100,3746029,2720115
197,0,3860,57,41,330,16,86,3100,3744644,2719316
198,0,3864,57,41,340,16,86,3100,3736751,2716444
199,0,3868,56,41,340,16,86,3100,3719837,2710288
201,0,3872,56,41,339,16,86,3100,3708261,2705845
203,0,3876,56,41,338,16,86,3100,3698990,2702099
205,0,3880,56,41,338,16,86,3100,3696765,2701200
209,0,3884,56,41,338,16,86,3100,3696765,2701200
211,0,3888,56,41,338,16,86,3100,3696765,2701200
212,0,3892,56,41,338,16,86,3100,3696765,2701200
213,0,3896,56,41,338,16,86,3100,3696765,2701200
214,0,3900,56,41,338,16,86,3100,3695653,2700751
215,0,3904,56,41,338,16,86,3100,3692316,2699403
216,0,3908,56,41,338,16,86,3100,3692316,2699403
218,0,3912,56,41,338,16,86,3100,3692316,2699403
219,0,3916,56,41,338,16,86,3100,3692316,2699403
220,0,3920,56,41,340,16,86,3100,3694571,2700223
221,0,3924,56,41,340,16,86,3100,3692692,2699539
223,0,3928,56,41,341,16,86,3100,3680590,2695372
225,0,3932,55,41,347,16,85,3600,3665390,2691863
227,0,3936,55,41,347,16,85,3600,3663832,2691504
229,0,3940,55,41,347,16,85,3600,3663443,2691415
230,0,3944,55,41,347,16,84,3600,3661105,2690876
231,0,3948,55,41,346,16,84,3600,3656448,2689715
233,0,3952,55,41,346,16,84,3600,3654508,2689232
235,0,3956,55,41,346,16,83,3600,3650627,2688265
238,0,3960,55,41,346,16,83,3600,3650627,2688265
240,0,3964,55,41,346,16,83,3600,3650627,2688265
243,0,3968,55,41,346,16,82,3600,3650627,2688265
245,0,3972,55,41,346,16,82,3600,3651209,2688410
248,0,3976,55,41,345,16,82,3600,3655845,2689652
250,0,3980,55,41,344,16,82,3600,3657575,2690148
251,0,3984,55,41,344,16,82,3600,3657575,2690148
253,0,3988,55,41,344,16,82,3600,3657575,2690148
255,0,3992,55,41,344,16,82,3600,3657575,2690148
2,0,3996,55,41,344,16,82,3600,3657575,2690148
5,0,4000,55,41,344,16,82,3600,3657575,2690148
6,0,4004,55,41,344,16,82,3600,3657575,2690148
8,0,4008,55,41,344,16,82,3600,3657575,2690148
10,0,4012,55,41,344,16,81,3600,3657575,2690148
12,0,4016,55,41,344,16,81,3600,3657575,2690148
16,0,4020,55,41,344,16,81,3600,3658151,2690313
18,0,4024,55,41,344,16,81,3600,3658727,2690478
21,0,4028,55,41,344,16,81,3600,3659303,2690643
23,0,4032,55,41,344,16,81,3600,3659303,2690643
26,0,4036,55,41,344,16,81,3600,3659303,2690643
