rndindex,playstate,timeCount,tilex,tiley,angle,health,ammo,score,x,y
183,0,344,38,60,108,47,9,500,2530263,3986032
185,0,348,38,61,128,47,9,500,2542329,4001476
186,0,352,39,61,148,47,9,500,2564717,4015465
189,0,356,39,61,163,47,9,500,2574662,4018505
192,0,360,39,61,172,47,9,500,2581395,4019451
196,0,364,39,61,172,47,9,500,2576048,4018700
198,0,368,39,61,172,47,9,500,2565354,4017198
202,0,372,38,61,172,47,8,500,2551689,4015278
205,0,376,38,61,172,47,8,500,2554857,4015723
209,0,380,38,61,172,47,8,500,2554857,4015723
213,0,384,38,61,172,47,7,500,2554857,4015723
214,0,388,38,61,172,47,7,500,2554857,4015723
218,0,392,38,61,172,47,7,500,2554857,4015723
222,0,396,38,61,172,47,6,500,2545945,4014471
224,0,400,38,61,173,47,6,500,2516169,4010816
227,0,404,38,61,173,47,6,500,2496517,4008404
231,0,408,37,61,173,47,5,500,2472101,4005407
233,0,412,37,61,173,47,5,500,2458404,4003726
236,0,416,37,61,173,47,5,500,2438752,4001314
240,0,420,37,61,173,47,4,1000,2425055,3999633
244,0,424,36,60,173,47,4,1000,2408381,3997586
246,0,428,36,60,173,47,4,1000,2397662,3996270
248,0,432,36,60,175,47,3,1000,2377340,3994493
250,0,436,35,60,176,47,3,1000,2354596,3992903
252,0,440,35,60,178,47,3,1000,2342004,3992464
0,0,444,35,60,179,47,2,1000,2326407,3992192
2,0,448,35,60,179,47,2,1000,2317409,3992036
3,0,452,35,60,179,47,2,1000,2300612,3991743
5,0,456,34,60,179,47,1,1000,2282615,3991430
6,0,460,34,60,179,47,1,1000,2237567,3990645
7,0,464,33,60,179,47,1,1000,2192519,3989860
8,0,468,32,60,179,47,5,1000,2147471,3989075
9,0,472,32,60,174,47,5,1000,2102664,3984366
10,0,476,31,60,167,47,5,1000,2085126,3980317
11,0,480,32,60,148,47,5,1000,2104122,3992186
14,0,484,32,61,128,47,5,1000,2128747,4023706
15,0,488,32,61,108,47,5,1000,2141107,4023706
16,0,492,32,61,88,47,5,1000,2140116,4023706
17,0,496,32,61,68,47,5,1000,2133973,4038911
18,0,500,32,61,50,47,5,1000,2134358,4038452
20,0,504,32,61,30,47,5,1000,2148907,4030053
22,0,508,32,61,19,47,5,1000,2147773,4030443
24,0,512,32,61,12,47,5,1000,2147773,4030443
25,0,516,32,61,12,47,5,1000,2147773,4030443
27,0,520,32,61,12,47,5,1000,2147773,4030443
29,0,524,33,61,12,47,5,1000,2188854,4021712
31,0,528,34,61,12,47,5,1000,2229935,4012981
34,0,532,34,61,11,47,5,1000,2271162,4004968
35,0,536,35,60,11,47,5,1000,2312389,3996955
39,0,540,35,60,10,47,5,1000,2356759,3989132
41,0,544,36,60,9,47,5,1000,2400019,3982281
43,0,548,37,60,9,47,5,1000,2443279,3975430
45,0,552,37,60,10,47,5,1000,2487649,3967607
47,0,556,38,60,11,47,5,1000,2531875,3959011
49,0,560,39,60,16,47,5,1000,2575184,3959011
51,0,564,39,60,20,47,5,1000,2617521,3943602
53,0,568,40,60,29,47,5,1000,2634313,3934294
54,0,572,40,59,34,47,5,1000,2646748,3925907
55,0,576,40,59,44,47,5,1000,2664443,3908819
56,0,580,40,59,50,47,5,1000,2676398,3894571
57,0,584,41,59,59,47,5,1000,2688140,3894571
59,0,588,41,59,71,47,5,1000,2693804,3894571
60,0,592,41,59,78,47,5,1000,2696423,3894571
61,0,596,41,59,85,47,5,1000,2698200,3894571
62,0,600,41,59,86,47,5,1000,2699288,3894571
63,0,604,41,59,86,47,5,1000,2701296,3894571
64,0,608,41,59,85,47,5,1000,2704485,3894571
65,0,612,41,59,83,47,5,1000,2707555,3894571
67,0,616,41,58,77,47,5,1000,2715518,3860079
68,0,620,41,58,76,47,5,1000,2720307,3840868
69,0,624,41,58,79,47,5,1000,2725229,3815543
70,0,628,41,57,89,47,5,1000,2725762,3784948
71,0,632,41,57,93,47,5,1000,2724538,3761581
72,0,636,41,56,94,47,5,1000,2722613,3734049
74,0,640,41,56,94,47,5,1000,2722488,3732254
76,0,644,41,56,94,47,5,1000,2722488,3732254
77,0,648,41,56,94,47,5,1000,2722488,3732254
78,0,652,41,56,94,47,5,1000,2722488,3732254
79,0,656,41,56,94,47,5,1000,2722488,3732254
83,0,660,41,56,94,47,5,1000,2722488,3732254
85,0,664,41,56,94,47,5,1000,2722488,3732254
86,0,668,41,56,94,47,5,1000,2722488,3732254
88,0,672,41,56,94,47,5,1000,2722488,3732254
90,0,676,41,56,94,47,5,1000,2722488,3732254
94,0,680,41,56,94,47,5,1000,2722488,3732254
96,0,684,41,56,94,47,5,1000,2722488,3732254
99,0,688,41,56,94,42,5,1000,2721944,3724474
100,0,692,41,56,94,42,5,1000,2720061,3697540
103,0,696,41,56,94,42,5,1000,2717969,3697540
107,0,700,41,56,94,42,4,1000,2716923,3697540
109,0,704,41,56,94,42,4,1000,2716714,3694548
111,0,708,41,56,96,42,4,1000,2716714,3694548
116,0,712,41,56,99,42,3,1000,2716714,3694548
117,0,716,41,56,101,42,3,1000,2716600,3693960
120,0,720,41,56,101,42,3,1000,2716372,3692783
123,0,724,41,56,101,42,3,1000,2714541,3683360
124,0,728,41,55,101,42,3,1000,2711909,3669814
127,0,732,41,55,96,42,3,1000,2710216,3653703
131,0,736,41,55,88,42,3,1000,2710467,3646508
133,0,740,41,55,86,42,3,1000,2710467,3646508
137,0,744,41,55,86,42,2,1000,2710592,3644713
139,0,748,41,55,85,42,2,1000,2711533,3633955
143,0,752,41,54,85,42,10,1000,2714983,3594507
146,0,756,41,54,87,42,18,1000,2717340,3549514
150,0,760,41,53,92,42,18,1000,2716189,3516535
154,0,764,41,52,105,42,26,1000,2704529,3473016
159,0,768,41,52,118,42,34,1000,2688474,3442820
163,0,772,40,52,138,42,34,1000,2654993,3442820
167,0,776,40,52,158,42,34,1000,2654993,3442820
172,0,780,40,52,178,42,34,1000,2654993,3441753
176,0,784,40,52,198,42,34,1000,2654993,3449354
181,0,788,40,52,216,42,34,1000,2654023,3450059
185,0,792,40,52,236,42,34,1000,2660062,3441106
193,0,796,40,52,256,42,34,1000,2662384,3431792
197,0,800,40,52,273,42,34,1000,2661275,3431792
201,0,804,40,52,280,42,34,1000,2661275,3431792
207,0,808,40,52,280,42,34,1000,2661275,3431792
210,0,812,40,52,280,42,34,1000,2661275,3431792
214,0,816,40,52,275,42,34,1000,2662425,3444941
216,0,820,40,53,268,42,42,1000,2660853,3489968
218,0,824,40,53,266,42,50,1000,2657711,3534913
222,0,828,40,54,266,42,50,1000,2654569,3579858
226,0,832,40,54,266,42,50,1000,2654820,3576267
231,0,836,40,54,270,29,50,1000,2654820,3547468
234,0,840,40,53,283,29,50,1000,2645823,3508494
237,0,844,40,53,299,29,50,1000,2645823,3474209
242,0,848,40,52,319,29,50,1000,2645823,3447967
247,0,852,40,52,338,29,50,1000,2645823,3442274
252,0,856,40,52,358,29,50,1000,2645823,3442163
1,0,860,40,52,8,29,50,1000,2656517,3440661
4,0,864,41,52,15,29,50,1000,2688392,3432121
7,0,868,41,52,16,29,58,1000,2731648,3432121
11,0,872,42,52,15,29,58,1000,2766420,3432121
15,0,876,42,52,3,29,58,1000,2766420,3432121
18,0,880,42,52,345,29,58,1000,2794817,3439729
21,0,884,42,52,325,29,58,1000,2794817,3457968
27,0,888,42,52,305,25,66,1000,2794817,3473203
30,0,892,42,53,285,25,66,1000,2794817,3509714
33,0,896,42,54,265,25,74,1000,2790948,3553944
37,0,900,42,54,250,25,74,1000,2781714,3579315
41,0,904,42,54,230,24,74,1000,2760117,3579315
43,0,908,41,54,222,24,74,1000,2747187,3579315
48,0,912,41,54,220,24,74,1000,2725585,3597441
53,0,916,41,55,220,24,74,1000,2725585,3626401
57,0,920,41,55,226,24,74,1000,2725585,3658810
60,0,924,41,56,231,24,74,1000,2725585,3693824
64,0,928,41,56,247,24,74,1000,2725585,3735297
69,0,932,41,57,267,24,74,1000,2723228,3780290
71,0,936,41,58,279,24,74,1000,2723228,3824790
73,0,940,41,58,299,24,74,1000,2723228,3864195
76,0,944,42,59,318,24,74,1000,2756709,3894342
77,0,948,42,59,338,24,74,1000,2798482,3911219
78,0,952,42,59,351,24,74,1000,2815667,3913940
79,0,956,43,59,11,24,74,1000,2842759,3908675
80,0,960,43,59,25,24,74,1000,2842759,3895997
81,0,964,43,59,27,24,74,1000,2844897,3894908
82,0,968,43,59,27,24,74,1000,2844897,3894908
84,0,972,43,59,27,24,74,1000,2844897,3894908
85,0,976,43,59,27,24,74,1000,2844897,3894908
86,0,980,43,59,27,24,74,1000,2838839,3897995
87,0,984,42,59,47,24,74,1000,2816743,3921690
93,0,988,42,60,67,24,74,1000,2805960,3947095
96,0,992,42,60,87,24,74,1000,2803868,3987040
98,0,996,42,61,106,24,74,1000,2812798,4018184
100,0,1000,43,61,120,24,74,1000,2819397,4029615
102,0,1004,43,61,135,24,74,1000,2828164,4038382
105,0,1008,43,61,147,24,74,1000,2832525,4041214
106,0,1012,43,61,158,24,74,1000,2832525,4041214
108,0,1016,43,61,166,24,74,1000,2831361,4040924
110,0,1020,43,61,173,24,74,1000,2831361,4040924
113,0,1024,43,61,180,24,74,1000,2831361,4040924
116,0,1028,43,61,187,24,74,1000,2831361,4040924
119,0,1032,43,61,187,24,74,1000,2831361,4040924
121,0,1036,43,61,187,24,74,1000,2831361,4040924
124,0,1040,42,61,178,24,74,1000,2794784,4039647
126,0,1044,41,61,174,24,74,1000,2749977,4034938
130,0,1048,41,61,171,24,74,1000,2705477,4027890
135,0,1052,40,61,171,24,74,1000,2660977,4020842
138,0,1056,39,61,171,24,74,1000,2616477,4013794
142,0,1060,39,61,171,24,74,1000,2571977,4006746
144,0,1064,38,61,171,24,74,1000,2527477,3999698
147,0,1068,37,60,173,24,74,1000,2482759,3994208
150,0,1072,37,60,175,24,74,1000,2437876,3990282
153,0,1076,36,60,176,24,74,1000,2392931,3987140
155,0,1080,35,60,177,24,74,1000,2347938,3984783
157,0,1084,35,60,178,24,74,1000,2302911,3983211
159,0,1088,34,60,178,24,74,1000,2257884,3981639
161,0,1092,33,60,177,24,74,1000,2212891,3979282
162,0,1096,33,60,177,24,74,1000,2167898,3976925
164,0,1100,32,60,177,24,74,1000,2122905,3974568
167,0,1104,31,60,177,24,74,1000,2077912,3972211
171,0,1108,31,60,177,24,74,1000,2032919,3969854
173,0,1112,30,60,177,24,74,1000,1987926,3967497
174,0,1116,29,60,177,24,74,1000,1942933,3965140
176,0,1120,28,60,177,24,74,1000,1899793,3962880
179,0,1124,28,60,177,24,74,1000,1857851,3960683
182,0,1128,27,60,177,24,74,1000,1815909,3958486
185,0,1132,27,60,177,24,74,1000,1770916,3956129
189,0,1136,26,60,177,24,74,1000,1725923,3956129
194,0,1140,25,60,177,24,74,1000,1682783,3956129
199,0,1144,25,60,177,24,74,1000,1639044,3956129
201,0,1148,24,60,177,24,74,1000,1597102,3956129
207,0,1152,24,60,178,24,74,1000,1594704,3956046
210,0,1156,24,60,182,24,74,1000,1591706,3956150
215,0,1160,24,60,184,24,73,1100,1587517,3956442
219,0,1164,24,60,187,24,73,1100,1579776,3957392
221,0,1168,23,60,189,24,73,1100,1570887,3958799
225,0,1172,23,60,190,24,72,1100,1560252,3960674
228,0,1176,23,60,190,24,72,1100,1554344,3961715
230,0,1180,23,60,190,24,72,1100,1539572,3964319
233,0,1184,23,60,190,24,71,1100,1526573,3966611
235,0,1188,22,60,186,24,71,1100,1504495,3968931
238,0,1192,22,60,184,24,71,1100,1466788,3971567
240,0,1196,21,60,178,24,75,1100,1421761,3969995
242,0,1200,21,60,168,24,75,1100,1377692,3960629
244,0,1204,20,60,154,24,75,1100,1337198,3940879
247,0,1208,20,60,134,24,75,1100,1344700,3948647
249,0,1212,20,60,114,24,75,1100,1355762,3973495
252,0,1216,20,61,94,24,75,1100,1358551,4013397
253,0,1220,20,61,84,24,75,1100,1355123,4046016
255,0,1224,20,62,77,24,75,1100,1346126,4084990
2,0,1228,20,62,77,24,75,1100,1340998,4084990
4,0,1232,20,62,77,24,75,1100,1339829,4090056
6,0,1236,20,62,77,24,75,1100,1339740,4090445
8,0,1240,20,62,77,24,75,1100,1339651,4090834
11,0,1244,20,62,77,24,75,1100,1339562,4091223
15,0,1248,20,62,77,24,75,1100,1339562,4091223
17,0,1252,20,62,67,24,75,1100,1339562,4091223
20,0,1256,20,62,67,24,75,1100,1339562,4091223
22,0,1260,20,62,67,24,75,1100,1340265,4089567
24,0,1264,20,62,70,24,75,1100,1343343,4081110
26,0,1268,20,61,79,24,75,1100,1348494,4054607
29,0,1272,20,61,88,24,75,1100,1349708,4019829
32,0,1276,20,60,93,24,75,1100,1347351,3974836
34,0,1280,20,60,96,24,75,1100,1344279,3945598
35,0,1284,20,59,96,24,75,1100,1342774,3931278
37,0,1288,20,59,93,24,75,1100,1341864,3913902
38,0,1292,20,59,91,24,75,1100,1341603,3898905
39,0,1296,20,59,86,24,75,1100,1343276,3874964
40,0,1300,20,58,85,24,75,1100,1344896,3856435
41,0,1304,20,58,85,24,75,1100,1347562,3825952
42,0,1308,20,57,89,24,75,1100,1348116,3794157
43,0,1312,20,57,92,24,75,1100,1347384,3773170
44,0,1316,20,57,92,24,75,1100,1346547,3773170
45,0,1320,20,57,92,24,75,1100,1346045,3758779
47,0,1324,20,57,92,24,75,1100,1345480,3758779
48,0,1328,20,57,93,24,75,1100,1345689,3762773
49,0,1332,20,57,93,24,75,1100,1345772,3764370
52,0,1336,20,57,93,24,75,1100,1345772,3764370
55,0,1340,20,57,93,24,75,1100,1345772,3764370
56,0,1344,20,57,93,24,75,1100,1345772,3764370
60,0,1348,20,57,93,24,75,1100,1345772,3764370
62,0,1352,20,57,93,24,75,1100,1345772,3764370
64,0,1356,20,57,93,24,75,1100,1345772,3764370
66,0,1360,20,57,93,24,75,1100,1345772,3764370
69,0,1364,20,57,93,24,75,1100,1345772,3764370
70,0,1368,20,57,93,24,75,1100,1345647,3761974
72,0,1372,20,57,93,24,75,1100,1345647,3761974
73,0,1376,20,57,93,24,75,1100,1345302,3761974
83,0,1380,20,57,93,24,74,1100,1345177,3759578
85,0,1384,20,57,92,24,74,1100,1344884,3751184
87,0,1388,20,57,92,24,74,1100,1344822,3749386
91,0,1392,20,57,92,24,73,1500,1344802,3748787
92,0,1396,20,57,92,24,73,1500,1344802,3748787
93,0,1400,20,57,92,24,73,1500,1344829,3749586
95,0,1404,20,57,92,24,72,1500,1344926,3752384
97,0,1408,20,57,91,24,72,1500,1344960,3754383
98,0,1412,20,57,91,24,72,1500,1344966,3754782
99,0,1416,20,57,91,24,71,1500,1344966,3754782
101,0,1420,20,57,91,24,71,1500,1344966,3754782
102,0,1424,20,57,91,24,71,1500,1344935,3752983
103,0,1428,20,57,91,24,70,1500,1344862,3748784
104,0,1432,20,57,91,24,70,1500,1344726,3740986
107,0,1436,20,56,91,24,70,1500,1344507,3728388
108,0,1440,20,56,92,24,70,1500,1343461,3698407
109,0,1444,20,56,92,24,70,1500,1342917,3682817
110,0,1448,20,56,92,24,70,1500,1342855,3681019
111,0,1452,20,56,92,24,70,1500,1342855,3681019
112,0,1456,20,56,92,24,70,1500,1342855,3681019
113,0,1460,20,56,92,24,70,1500,1342855,3681019
115,0,1464,20,56,92,24,70,1500,1342855,3681019
116,0,1468,20,56,84,24,70,1500,1342855,3681019
117,0,1472,20,56,64,24,70,1500,1342855,3681019
118,0,1476,20,56,56,24,70,1500,1342855,3681019
120,0,1480,20,56,54,24,70,1500,1342855,3681019
121,0,1484,20,56,54,24,70,1500,1342855,3681019
124,0,1488,20,56,54,24,70,1500,1342855,3681019
127,0,1492,20,56,54,24,70,1500,1342855,3681019
128,0,1496,20,56,72,24,70,1500,1342855,3681019
129,0,1500,20,56,92,24,70,1500,1342855,3681019
130,0,1504,20,56,105,24,70,1500,1342700,3680440
132,0,1508,20,56,116,24,70,1500,1342437,3679901
135,0,1512,20,56,118,24,70,1500,1342437,3679901
136,0,1516,20,56,118,24,70,1500,1342437,3679901
137,0,1520,20,56,118,24,70,1500,1342437,3679901
139,0,1524,20,56,118,24,70,1500,1342437,3679901
142,0,1528,20,56,118,24,70,1500,1342437,3679901
144,0,1532,20,56,117,24,70,1500,1342437,3679901
147,0,1536,20,56,99,24,70,1500,1342344,3679309
151,0,1540,20,56,89,24,70,1500,1342344,3679309
155,0,1544,20,56,89,24,70,1500,1342344,3679309
162,0,1548,20,56,89,24,70,1500,1342344,3679309
165,0,1552,20,56,89,24,70,1500,1342344,3679309
171,0,1556,20,56,89,24,70,1500,1342289,3682508
174,0,1560,20,56,89,24,70,1500,1342059,3695705
177,0,1564,20,56,93,24,70,1500,1343921,3731256
180,0,1568,20,57,96,24,70,1500,1346387,3754726
183,0,1572,20,57,98,24,70,1500,1349504,3776907
187,0,1576,20,57,99,24,70,1500,1350067,3780462
189,0,1580,20,57,99,24,70,1500,1350067,3780462
194,0,1584,20,57,99,24,70,1500,1350067,3780462
198,0,1588,20,57,99,24,70,1500,1350067,3780462
202,0,1592,20,57,99,24,70,1500,1350067,3780462
205,0,1596,20,57,99,24,70,1500,1350067,3780462
207,0,1600,20,57,99,24,70,1500,1350067,3780462
210,0,1604,20,57,99,24,70,1500,1349504,3776907
214,0,1608,20,57,99,24,70,1500,1344718,3746684
218,0,1612,20,56,104,24,70,1500,1338622,3722233
220,0,1616,20,56,114,24,70,1500,1338622,3692087
223,0,1620,20,56,121,24,70,1500,1338622,3676144
227,0,1624,20,55,131,24,70,1500,1338622,3655768
234,0,1628,20,55,137,24,70,1500,1327213,3645129
238,0,1632,20,55,138,24,69,1500,1325876,3643925
243,0,1636,20,55,138,24,69,1500,1325876,3643925
250,0,1640,20,55,138,24,69,1500,1325876,3643925
254,0,1644,20,55,138,24,68,1500,1325876,3643925
4,0,1648,20,55,140,24,68,1500,1326182,3644182
9,0,1652,20,55,142,24,68,1500,1326182,3644182
16,0,1656,20,55,142,24,67,1500,1326182,3644182
23,0,1660,20,55,142,24,67,1500,1328073,3645659
28,0,1664,20,55,144,24,67,1500,1332279,3645659
33,0,1668,20,55,145,24,67,1500,1332606,3645888
38,0,1672,20,55,145,24,67,1500,1332606,3645888
44,0,1676,20,55,145,24,67,1500,1334244,3647035
49,0,1680,20,55,145,24,67,1500,1334899,3647493
54,0,1684,20,55,145,24,66,1600,1334899,3647493
57,0,1688,20,55,145,24,66,1600,1334899,3647493
64,0,1692,20,55,145,24,66,1600,1334899,3647493
69,0,1696,20,55,145,24,65,1600,1335226,3647722
72,0,1700,20,55,145,24,65,1600,1339485,3650704
75,0,1704,20,55,144,24,65,1600,1343368,3653525
78,0,1708,20,55,141,24,64,1600,1345854,3655538
82,0,1712,20,55,126,24,64,1600,1344796,3654082
90,0,1716,20,55,106,24,64,1600,1342647,3646585
94,0,1720,20,55,86,24,64,1600,1343107,3640002
99,0,1724,20,55,66,24,64,1600,1342294,3641829
103,0,1728,20,55,46,24,64,1600,1340349,3643843
107,0,1732,20,55,41,24,64,1600,1340048,3644105
113,0,1736,20,55,41,24,63,1600,1340048,3644105
117,0,1740,20,55,41,24,63,1600,1340048,3644105
122,0,1744,20,55,41,24,63,1600,1340048,3644105
126,0,1748,20,55,41,24,62,1600,1340048,3644105
129,0,1752,20,55,41,24,62,1600,1339445,3644629
134,0,1756,20,55,38,24,62,1600,1337554,3646106
140,0,1760,20,55,32,24,61,1600,1336198,3646953
144,0,1764,20,55,32,24,61,1600,1336198,3646953
149,0,1768,20,55,32,24,61,1600,1336198,3646953
153,0,1772,20,55,32,24,60,1700,1336198,3646953
160,0,1776,20,55,32,24,60,1700,1336198,3646953
166,0,1780,20,55,32,24,60,1700,1336198,3646953
171,0,1784,20,55,32,24,59,1700,1336198,3646953
176,0,1788,20,55,32,24,59,1700,1336198,3646953
182,0,1792,20,55,32,24,59,1700,1336198,3646953
186,0,1796,20,55,32,24,58,1700,1336198,3646953
189,0,1800,20,55,32,24,58,1700,1336198,3646953
194,0,1804,20,55,32,24,58,1700,1336706,3646636
200,0,1808,20,55,32,24,57,1700,1340267,3644411
205,0,1812,20,55,32,24,57,1700,1345355,3641232
211,0,1816,20,55,31,24,57,1700,1357183,3634125
218,0,1820,20,55,31,24,56,1800,1367468,3627945
223,0,1824,21,55,31,24,56,1800,1383411,3618366
229,0,1828,21,55,31,24,56,1800,1392668,3612804
235,0,1832,21,54,31,24,55,1800,1408611,3603225
240,0,1836,21,54,31,24,55,1800,1408611,3595500
247,0,1840,21,54,31,24,55,1800,1408611,3584994
254,0,1844,21,54,30,24,58,1800,1426797,3574495
4,0,1848,21,54,27,24,58,1800,1441765,3566869
8,0,1852,22,54,22,24,58,1800,1472361,3554508
13,0,1856,22,54,18,24,57,1800,1495186,3547092
19,0,1860,23,54,12,24,61,1800,1522769,3541230
24,0,1864,23,53,11,24,61,1800,1540438,3537796
27,0,1868,23,53,11,24,60,1800,1546916,3536537
30,0,1872,23,53,12,24,60,1800,1546916,3533793
33,0,1876,23,53,12,24,60,1800,1546916,3531922
37,0,1880,23,53,12,24,59,1800,1546916,3529927
41,0,1884,23,53,12,24,59,1800,1546916,3527058
47,0,1888,23,53,7,24,59,1800,1546916,3523768
52,0,1892,23,53,2,24,58,1800,1546916,3523245
55,0,1896,23,53,354,24,58,1800,1546916,3525126
60,0,1900,23,53,353,24,58,1800,1546916,3525710
64,0,1904,23,53,353,24,58,1800,1539770,3524833
69,0,1908,23,53,353,24,58,1800,1533815,3524102
76,0,1912,23,53,353,24,58,1800,1533815,3524102
79,0,1916,23,53,353,24,58,1800,1533815,3524102
84,0,1920,23,53,353,24,58,1800,1533815,3524102
89,0,1924,23,53,355,24,58,1800,1534412,3524154
94,0,1928,23,53,6,24,58,1800,1530037,3524613
99,0,1932,23,53,12,24,58,1800,1540600,3522368
104,0,1936,23,53,12,24,58,1800,1540600,3520248
108,0,1940,23,53,12,24,58,1800,1548229,3518627
113,0,1944,23,53,9,24,58,1800,1548229,3516844
118,0,1948,23,53,7,24,58,1800,1548229,3516260
121,0,1952,23,53,6,24,58,1800,1549422,3516135
125,0,1956,23,53,6,24,58,1800,1549422,3516135
129,0,1960,23,53,6,24,58,1800,1547433,3516344
133,0,1964,23,53,6,24,58,1800,1547433,3516344
137,0,1968,23,53,6,24,58,1800,1547433,3516344
142,0,1972,23,53,6,11,58,1800,1547433,3516344
146,0,1976,23,53,6,11,58,1800,1547433,3516344
149,0,1980,23,53,6,11,58,1800,1547433,3516344
154,0,1984,23,53,6,11,58,1800,1547433,3516344
159,0,1988,23,53,6,11,58,1800,1545444,3516553
165,0,1992,23,53,6,11,58,1800,1541466,3516971
173,0,1996,23,53,6,11,58,1800,1539080,3517221
178,0,2000,23,53,6,11,58,1800,1535102,3517639
184,0,2004,23,53,7,11,57,1900,1527956,3518516
188,0,2008,23,53,7,11,57,1900,1524780,3518905
195,0,2012,23,53,7,11,57,1900,1524383,3518953
202,0,2016,23,53,7,11,56,1900,1524978,3518880
206,0,2020,23,53,7,11,56,1900,1541057,3516906
211,0,2024,23,53,7,11,56,1900,1560709,3514494
216,0,2028,24,53,7,11,55,1900,1602395,3509377
221,0,2032,25,53,11,11,67,1900,1646621,3500781
226,0,2036,25,53,31,11,67,1900,1685240,3477577
